State,county_name,lat,lng,Percent_Republican,Percent_Democrat,Difference,Never,Rarely,Sometimes,Frequently,Always,Never_Rarely,Frequently_Always,Majority,White,Black,UnemploymentRate,Med_Household_Income,LessHS,HSGrad,Bachelors,GradProfDegree
Michigan,Wayne County,42.2819,-83.2821,0.3,0.68,-0.38,0.046,0.032,0.075,0.156,0.69,0.078,0.846,Democrat,0.53,0.39,0.0544,47301,0.14,0.3,0.14,0.1
Kentucky,Graves County,36.7231,-88.6512,0.78,0.21,0.57,0.103,0.069,0.266,0.222,0.34,0.172,0.562,Republican,0.9,0.04,0.0345,44043,0.13,0.39,0.1,0.07
West Virginia,Upshur County,38.8978,-80.2334,0.76,0.22,0.54,0.131,0.039,0.077,0.278,0.475,0.17,0.753,Republican,0.97,0.02,0.0378,40322,0.15,0.49,0.1,0.07
New Mexico,Quay County,35.1043,-103.5498,0.68,0.3,0.38,0.049,0.152,0.07,0.159,0.571,0.201,0.73,Republican,0.89,0.02,0.0251,29035,0.18,0.36,0.1,0.07
Arkansas,Scott County,34.8608,-94.0633,0.83,0.14,0.7,0.155,0.14,0.124,0.123,0.458,0.29500000000000004,0.581,Republican,0.89,0,0.0409,36092,0.21,0.41,0.05,0.04
New Mexico,Mora County,36.0104,-104.9448,0.34,0.65,-0.31,0.002,0.027,0.067,0.098,0.806,0.028999999999999998,0.904,Democrat,0.66,0,0.036,28446,0.11,0.34,0.06,0.05
Indiana,LaGrange County,41.6426,-85.4265,0.76,0.22,0.54,0.059,0.082,0.171,0.236,0.452,0.14100000000000001,0.688,Republican,0.98,0,0.0126,64498,0.38,0.31,0.08,0.03
Texas,Cottle County,34.0776,-100.2788,0.82,0.17,0.65,0.107,0.106,0.188,0.176,0.423,0.213,0.599,Republican,0.7,0.14,0.0504,32305,0.24,0.27,0.11,0.06
New Jersey,Union County,40.66,-74.3085,0.31,0.67,-0.36,0.012,0.011,0.059,0.202,0.716,0.023,0.9179999999999999,Democrat,0.55,0.21,0.039,80198,0.14,0.29,0.22,0.14
Wisconsin,Dane County,43.0673,-89.4181,0.23,0.75,-0.53,0.017,0.02,0.092,0.23,0.641,0.037000000000000005,0.871,Democrat,0.84,0.05,0.0188,73893,0.04,0.18,0.3,0.21
Minnesota,Morrison County,46.0126,-94.2684,0.76,0.22,0.53,0.14,0.126,0.121,0.24,0.373,0.266,0.613,Republican,0.96,0.01,0.0265,57815,0.09,0.38,0.12,0.05
North Dakota,Cass County,46.933,-97.248,0.5,0.47,0.03,0.09,0.113,0.142,0.233,0.423,0.203,0.656,Republican,0.87,0.06,0.0203,64482,0.05,0.2,0.28,0.12
Mississippi,Forrest County,31.1889,-89.2579,0.54,0.43,0.11,0.072,0.042,0.091,0.267,0.527,0.11399999999999999,0.794,Republican,0.59,0.37,0.0483,39840,0.13,0.27,0.16,0.11
New Jersey,Somerset County,40.5635,-74.6163,0.39,0.59,-0.21,0.016,0.027,0.046,0.12,0.791,0.043,0.911,Democrat,0.66,0.1,0.0315,113611,0.05,0.2,0.3,0.25
Texas,Grayson County,33.6268,-96.6777,0.74,0.24,0.5,0.064,0.063,0.095,0.247,0.53,0.127,0.777,Republican,0.86,0.05,0.0282,54815,0.11,0.3,0.14,0.07
Kentucky,Casey County,37.3223,-84.9283,0.86,0.13,0.73,0.164,0.076,0.161,0.154,0.444,0.24,0.598,Republican,0.97,0.01,0.0389,34819,0.24,0.41,0.07,0.06
Arkansas,Washington County,35.9791,-94.2156,0.5,0.46,0.04,0.034,0.028,0.101,0.186,0.651,0.062,0.837,Republican,0.77,0.04,0.0309,50451,0.15,0.26,0.2,0.13
Alabama,Walker County,33.8033,-87.2973,0.83,0.16,0.68,0.09,0.081,0.145,0.256,0.429,0.17099999999999999,0.685,Republican,0.91,0.06,0.0433,43629,0.18,0.38,0.07,0.04
Louisiana,Calcasieu Parish,30.2292,-93.3579,0.67,0.31,0.35,0.102,0.139,0.077,0.212,0.471,0.241,0.6829999999999999,Republican,0.7,0.25,0.0341,51148,0.13,0.34,0.15,0.07
Virginia,Manassas city,38.7479,-77.4839,0.37,0.61,-0.24,0.033,0.023,0.027,0.175,0.742,0.056,0.917,Democrat,0.66,0.14,0.0365,81493,0.17,0.26,0.18,0.11
Virginia,Appomattox County,37.3723,-78.8126,0.72,0.26,0.46,0.063,0.018,0.105,0.204,0.61,0.081,0.814,Republican,0.78,0.2,0.0191,58696,0.14,0.34,0.14,0.07
Virginia,Fairfax County,38.8368,-77.277,0.28,0.7,-0.42,0.018,0.016,0.054,0.163,0.748,0.034,0.911,Democrat,0.61,0.1,0.0275,124831,0.08,0.13,0.31,0.3
Mississippi,Lincoln County,31.5324,-90.454,0.69,0.3,0.39,0.077,0.129,0.136,0.142,0.516,0.20600000000000002,0.658,Republican,0.67,0.32,0.0387,42606,0.14,0.38,0.1,0.06
Vermont,Rutland County,43.5801,-73.0366,0.43,0.54,-0.1,0.031,0.037,0.088,0.205,0.639,0.068,0.844,Democrat,0.97,0.01,0.0195,56139,0.07,0.34,0.19,0.11
Alabama,Barbour County,31.8696,-85.3932,0.53,0.46,0.08,0.067,0.121,0.12,0.201,0.491,0.188,0.692,Republican,0.47,0.48,0.0411,32525,0.27,0.36,0.08,0.04
Minnesota,Todd County,46.0706,-94.8976,0.74,0.25,0.49,0.097,0.198,0.146,0.196,0.363,0.29500000000000004,0.5589999999999999,Republican,0.94,0.01,0.02,53585,0.13,0.37,0.11,0.04
Oklahoma,Grant County,36.7961,-97.7861,0.86,0.13,0.73,0.205,0.136,0.145,0.255,0.257,0.34099999999999997,0.512,Republican,0.9,0.01,0.0218,57727,0.09,0.37,0.18,0.06
Florida,Madison County,30.4441,-83.4701,0.59,0.4,0.19,0.164,0.085,0.148,0.264,0.34,0.249,0.6040000000000001,Republican,0.58,0.39,0.0201,37037,0.19,0.4,0.09,0.05
California,Santa Barbara County,34.6729,-120.0165,0.33,0.65,-0.32,0.015,0.02,0.075,0.153,0.737,0.035,0.89,Democrat,0.78,0.02,0.0369,74624,0.19,0.18,0.2,0.14
Texas,Bosque County,31.9004,-97.6343,0.82,0.17,0.65,0.031,0.154,0.102,0.248,0.465,0.185,0.7130000000000001,Republican,0.95,0.02,0.0229,52148,0.13,0.34,0.14,0.06
Idaho,Lemhi County,44.9433,-113.9333,0.76,0.22,0.54,0.109,0.173,0.231,0.125,0.362,0.282,0.487,Republican,0.95,0,0.023,39324,0.08,0.3,0.15,0.08
Indiana,Morgan County,39.4816,-86.4462,0.76,0.22,0.55,0.06,0.131,0.136,0.188,0.485,0.191,0.673,Republican,0.97,0,0.0322,64335,0.12,0.39,0.11,0.06
Ohio,Washington County,39.4553,-81.4953,0.7,0.29,0.41,0.072,0.121,0.142,0.29,0.375,0.193,0.665,Republican,0.96,0.01,0.0227,50021,0.09,0.4,0.12,0.07
South Carolina,Sumter County,33.9162,-80.3823,0.43,0.56,-0.13,0.128,0.054,0.154,0.182,0.483,0.182,0.665,Democrat,0.47,0.47,0.053,45661,0.15,0.31,0.12,0.07
Wisconsin,Fond du Lac County,43.7536,-88.4883,0.62,0.36,0.26,0.121,0.155,0.158,0.244,0.322,0.276,0.5660000000000001,Republican,0.93,0.01,0.0219,62391,0.08,0.36,0.16,0.07
North Carolina,Halifax County,36.2575,-77.6517,0.39,0.6,-0.21,0.014,0.007,0.068,0.2,0.711,0.021,0.911,Democrat,0.4,0.53,0.0384,35502,0.21,0.37,0.1,0.05
North Carolina,Forsyth County,36.1306,-80.2563,0.42,0.56,-0.14,0.02,0.022,0.068,0.183,0.706,0.041999999999999996,0.889,Democrat,0.66,0.26,0.0342,51569,0.11,0.26,0.21,0.13
Minnesota,Swift County,45.2827,-95.6814,0.64,0.34,0.3,0.17,0.113,0.152,0.212,0.353,0.28300000000000003,0.565,Republican,0.95,0.02,0.0154,51620,0.09,0.33,0.16,0.04
Wisconsin,Sheboygan County,43.7212,-87.9454,0.57,0.41,0.16,0.128,0.114,0.174,0.199,0.385,0.242,0.5840000000000001,Republican,0.89,0.02,0.0207,60696,0.07,0.36,0.18,0.08
North Carolina,Anson County,34.9738,-80.1027,0.48,0.52,-0.04,0.053,0.062,0.08,0.163,0.641,0.11499999999999999,0.804,Democrat,0.48,0.49,0.0462,40213,0.19,0.4,0.08,0.03
Maryland,Baltimore city,39.3051,-76.6144,0.11,0.87,-0.77,0.024,0.032,0.063,0.148,0.733,0.056,0.881,Democrat,0.3,0.62,0.0513,50379,0.15,0.29,0.17,0.15
Indiana,Vigo County,39.4306,-87.39,0.56,0.42,0.15,0.118,0.064,0.102,0.25,0.466,0.182,0.716,Republican,0.87,0.07,0.0415,45230,0.12,0.32,0.15,0.1
Michigan,Calhoun County,42.2465,-85.0056,0.55,0.44,0.11,0.063,0.121,0.078,0.178,0.559,0.184,0.7370000000000001,Republican,0.81,0.11,0.0377,48607,0.09,0.37,0.14,0.07
Vermont,Bennington County,43.0354,-73.093,0.35,0.62,-0.27,0.028,0.058,0.061,0.084,0.77,0.08600000000000001,0.854,Democrat,0.96,0.01,0.0222,56183,0.09,0.29,0.22,0.14
Utah,Grand County,38.982,-109.5699,0.43,0.54,-0.11,0.056,0.111,0.098,0.176,0.558,0.167,0.734,Democrat,0.93,0,0.0365,51557,0.07,0.28,0.17,0.11
Texas,Brazos County,30.6608,-96.3024,0.56,0.42,0.14,0.012,0.038,0.067,0.347,0.537,0.05,0.884,Republican,0.77,0.11,0.024,49181,0.13,0.19,0.22,0.19
Minnesota,Carver County,44.8208,-93.8026,0.51,0.46,0.05,0.024,0.128,0.183,0.296,0.368,0.152,0.6639999999999999,Republican,0.92,0.02,0.0165,101496,0.04,0.18,0.34,0.15
South Dakota,McCook County,43.6743,-97.3685,0.71,0.27,0.45,0.113,0.154,0.144,0.238,0.35,0.267,0.588,Republican,0.96,0.01,0.0217,61507,0.11,0.35,0.17,0.08
Iowa,Sioux County,43.0826,-96.1779,0.82,0.16,0.66,0.12,0.06,0.285,0.2,0.335,0.18,0.535,Republican,0.95,0,0.0197,69844,0.1,0.3,0.2,0.09
Ohio,Hocking County,39.4971,-82.4793,0.7,0.28,0.42,0.169,0.137,0.21,0.104,0.38,0.30600000000000005,0.484,Republican,0.97,0.01,0.028,52363,0.11,0.46,0.1,0.04
Missouri,Pemiscot County,36.2114,-89.7854,0.72,0.27,0.45,0.079,0.134,0.175,0.204,0.407,0.21300000000000002,0.611,Republican,0.7,0.28,0.0395,33859,0.22,0.43,0.08,0.05
California,Stanislaus County,37.5591,-120.9977,0.48,0.49,-0.01,0.032,0.028,0.062,0.173,0.705,0.06,0.8779999999999999,Democrat,0.77,0.03,0.0554,60704,0.21,0.29,0.12,0.05
Wyoming,Sublette County,42.7669,-109.9147,0.8,0.18,0.62,0.223,0.111,0.061,0.231,0.374,0.334,0.605,Republican,0.96,0,0.0289,77403,0.04,0.35,0.17,0.06
California,Los Angeles County,34.3207,-118.2248,0.27,0.71,-0.44,0.021,0.013,0.049,0.131,0.786,0.034,0.917,Democrat,0.51,0.08,0.0393,68044,0.21,0.21,0.21,0.11
Wisconsin,Sauk County,43.4267,-89.9482,0.48,0.5,-0.02,0.063,0.163,0.113,0.193,0.468,0.226,0.661,Democrat,0.94,0.01,0.0201,59943,0.09,0.34,0.17,0.07
Georgia,Douglas County,33.7018,-84.768,0.37,0.62,-0.25,0.083,0.037,0.09,0.198,0.591,0.12,0.7889999999999999,Democrat,0.46,0.47,0.0447,63835,0.12,0.3,0.18,0.11
Wyoming,Teton County,43.9347,-110.5898,0.3,0.67,-0.38,0.095,0.157,0.16,0.247,0.34,0.252,0.587,Democrat,0.89,0.01,0.0082,84678,0.05,0.15,0.39,0.18
Kentucky,Morgan County,37.9223,-83.2589,0.78,0.21,0.56,0.133,0.116,0.071,0.182,0.498,0.249,0.6799999999999999,Republican,0.94,0.03,0.0222,36134,0.24,0.41,0.07,0.06
Mississippi,Jones County,31.6226,-89.1688,0.71,0.28,0.42,0.069,0.079,0.118,0.169,0.565,0.14800000000000002,0.734,Republican,0.69,0.29,0.0293,41775,0.16,0.3,0.12,0.09
Texas,Hall County,34.5308,-100.6811,0.85,0.14,0.71,0.179,0.065,0.19,0.157,0.41,0.244,0.567,Republican,0.78,0.06,0.0575,34673,0.2,0.3,0.11,0.05
Kansas,Edwards County,37.8876,-99.3122,0.8,0.19,0.61,0.052,0.086,0.135,0.221,0.506,0.13799999999999998,0.727,Republican,0.95,0,0.0149,50902,0.15,0.28,0.14,0.04
Maryland,Anne Arundel County,39.0065,-76.6051,0.41,0.56,-0.15,0.018,0.022,0.067,0.154,0.739,0.039999999999999994,0.893,Democrat,0.73,0.17,0.0283,100798,0.08,0.24,0.24,0.18
Arkansas,Benton County,36.3387,-94.2561,0.62,0.35,0.26,0.081,0.034,0.083,0.16,0.643,0.115,0.803,Republican,0.88,0.02,0.0159,66362,0.11,0.29,0.22,0.11
Iowa,Carroll County,42.0362,-94.8606,0.68,0.3,0.38,0.153,0.11,0.241,0.139,0.358,0.263,0.497,Republican,0.97,0,0.014,59212,0.06,0.37,0.17,0.05
Illinois,Cook County,41.8401,-87.8168,0.24,0.74,-0.5,0.023,0.021,0.072,0.162,0.722,0.044,0.884,Democrat,0.57,0.23,0.0462,64660,0.13,0.23,0.23,0.16
Maine,Somerset County,45.5139,-69.9589,0.6,0.37,0.23,0.035,0.095,0.142,0.17,0.558,0.13,0.7280000000000001,Republican,0.97,0.01,0.0372,44256,0.12,0.4,0.12,0.05
Kentucky,Russell County,36.9911,-85.0587,0.84,0.15,0.69,0.096,0.138,0.195,0.206,0.365,0.234,0.571,Republican,0.95,0,0.0298,38390,0.22,0.38,0.09,0.06
Oklahoma,Dewey County,35.9876,-99.0079,0.9,0.09,0.81,0.066,0.185,0.286,0.219,0.244,0.251,0.46299999999999997,Republican,0.89,0,0.0152,52428,0.06,0.41,0.18,0.06
Montana,Hill County,48.6282,-110.1112,0.55,0.42,0.14,0.27,0.106,0.159,0.192,0.273,0.376,0.465,Republican,0.7,0,0.0362,49321,0.09,0.3,0.2,0.06
Nebraska,Rock County,42.4213,-99.4499,0.88,0.1,0.78,0.13,0.102,0.198,0.222,0.349,0.23199999999999998,0.571,Republican,0.97,0.01,0.0017,56250,0.03,0.34,0.17,0.06
Wisconsin,Jefferson County,43.0208,-88.7759,0.57,0.41,0.15,0.114,0.093,0.096,0.179,0.518,0.20700000000000002,0.6970000000000001,Republican,0.94,0.01,0.0225,66291,0.08,0.33,0.18,0.08
Alabama,Jefferson County,33.5543,-86.8964,0.43,0.56,-0.13,0.049,0.037,0.107,0.179,0.628,0.086,0.8069999999999999,Democrat,0.52,0.43,0.0402,53901,0.1,0.26,0.2,0.13
South Dakota,Clark County,44.8582,-97.7295,0.74,0.24,0.51,0.211,0.147,0.172,0.125,0.345,0.358,0.47,Republican,0.95,0,0.0237,48980,0.09,0.42,0.15,0.04
New York,Chenango County,42.4935,-75.6116,0.61,0.37,0.23,0.048,0.045,0.015,0.156,0.735,0.093,0.891,Republican,0.96,0.01,0.035,52002,0.12,0.39,0.1,0.08
Ohio,Hardin County,40.6616,-83.6595,0.75,0.23,0.52,0.149,0.121,0.134,0.227,0.368,0.27,0.595,Republican,0.96,0.01,0.0312,50506,0.11,0.48,0.1,0.06
Michigan,Clare County,43.9879,-84.8478,0.67,0.32,0.35,0.05,0.026,0.102,0.308,0.514,0.076,0.8220000000000001,Republican,0.96,0.01,0.0483,39565,0.15,0.37,0.08,0.05
Minnesota,Lac qui Parle County,44.9955,-96.1735,0.63,0.36,0.27,0.184,0.096,0.248,0.179,0.293,0.28,0.472,Republican,0.96,0.01,0.0148,53071,0.07,0.37,0.14,0.05
Texas,Martin County,32.306,-101.9513,0.86,0.13,0.73,0.075,0.043,0.056,0.235,0.591,0.118,0.826,Republican,0.79,0.01,0.029,66610,0.23,0.33,0.1,0.08
Texas,Comanche County,31.948,-98.5582,0.85,0.14,0.71,0.045,0.075,0.059,0.2,0.621,0.12,0.821,Republican,0.94,0.01,0.02,53516,0.15,0.35,0.14,0.06
Ohio,Carroll County,40.5796,-81.0897,0.76,0.23,0.53,0.147,0.261,0.052,0.15,0.39,0.40800000000000003,0.54,Republican,0.99,0,0.0304,55267,0.11,0.5,0.08,0.05
Georgia,Brantley County,31.1969,-81.9819,0.9,0.09,0.81,0.047,0.129,0.15,0.164,0.51,0.176,0.674,Republican,0.94,0.04,0.0282,38857,0.21,0.45,0.04,0.05
Missouri,Miller County,38.2145,-92.4284,0.82,0.16,0.66,0.2,0.126,0.137,0.147,0.39,0.326,0.537,Republican,0.97,0,0.0297,47171,0.13,0.41,0.13,0.07
Michigan,Genesee County,43.0217,-83.7067,0.45,0.54,-0.09,0.032,0.043,0.104,0.288,0.533,0.075,0.821,Democrat,0.75,0.2,0.0543,48588,0.09,0.32,0.13,0.08
Ohio,Belmont County,40.0158,-80.9885,0.71,0.28,0.44,0.082,0.086,0.118,0.25,0.464,0.16799999999999998,0.714,Republican,0.93,0.04,0.0288,50904,0.1,0.42,0.11,0.06
Texas,Mills County,31.4952,-98.5955,0.89,0.11,0.78,0.041,0.117,0.062,0.261,0.518,0.158,0.779,Republican,0.98,0,0.0076,49306,0.17,0.32,0.14,0.04
Ohio,Jackson County,39.0196,-82.6184,0.76,0.22,0.54,0.166,0.141,0.247,0.105,0.341,0.307,0.446,Republican,0.97,0.01,0.0456,47550,0.17,0.42,0.09,0.05
Oklahoma,Adair County,35.8839,-94.6587,0.79,0.2,0.59,0.105,0.068,0.258,0.213,0.356,0.173,0.569,Republican,0.42,0,0.0242,34695,0.19,0.47,0.09,0.03
Georgia,McIntosh County,31.4967,-81.4085,0.6,0.39,0.21,0.034,0.076,0.188,0.221,0.481,0.11,0.702,Republican,0.62,0.36,0.0323,49504,0.15,0.37,0.11,0.07
Texas,Smith County,32.375,-95.2692,0.69,0.3,0.39,0.108,0.091,0.104,0.168,0.529,0.199,0.6970000000000001,Republican,0.77,0.17,0.0328,56810,0.14,0.23,0.18,0.09
Massachusetts,Norfolk County,42.1607,-71.2111,0.31,0.67,-0.36,0.02,0.015,0.035,0.125,0.805,0.035,0.93,Democrat,0.78,0.07,0.0292,103291,0.06,0.19,0.29,0.25
Texas,Austin County,29.887,-96.2779,0.79,0.2,0.58,0.006,0.024,0.054,0.224,0.692,0.03,0.9159999999999999,Republican,0.78,0.09,0.0349,66206,0.16,0.29,0.17,0.07
Missouri,Stone County,36.7469,-93.456,0.8,0.19,0.61,0.056,0.093,0.171,0.247,0.434,0.149,0.681,Republican,0.96,0,0.0312,49656,0.13,0.33,0.12,0.06
Missouri,Christian County,36.9696,-93.1889,0.75,0.24,0.51,0.13,0.113,0.053,0.253,0.451,0.243,0.704,Republican,0.95,0.01,0.022,60645,0.08,0.29,0.19,0.1
Kansas,Elk County,37.4537,-96.2441,0.84,0.14,0.7,0.061,0.05,0.295,0.282,0.312,0.111,0.594,Republican,0.94,0,0.0281,38750,0.12,0.43,0.08,0.08
New Hampshire,Cheshire County,42.9194,-72.2512,0.4,0.58,-0.17,0.02,0.075,0.093,0.202,0.609,0.095,0.8109999999999999,Democrat,0.95,0.01,0.0218,64751,0.07,0.31,0.2,0.13
Kansas,Russell County,38.9148,-98.7624,0.81,0.17,0.63,0.16,0.174,0.174,0.157,0.335,0.33399999999999996,0.492,Republican,0.95,0.02,0.0385,44792,0.12,0.27,0.14,0.09
Washington,Skamania County,46.023,-121.9147,0.53,0.44,0.09,0.019,0.048,0.092,0.08,0.76,0.067,0.84,Republican,0.93,0,0.0249,65181,0.08,0.3,0.14,0.1
Iowa,Ringgold County,40.7352,-94.244,0.73,0.26,0.46,0.144,0.138,0.281,0.162,0.275,0.28200000000000003,0.43700000000000006,Republican,0.96,0,0.0273,55271,0.07,0.37,0.15,0.06
Maryland,Dorchester County,38.4829,-76.0125,0.55,0.43,0.12,0.02,0.006,0.011,0.119,0.844,0.026000000000000002,0.963,Republican,0.66,0.27,0.0495,52917,0.12,0.39,0.13,0.08
South Dakota,Marshall County,45.7586,-97.5986,0.59,0.39,0.2,0.196,0.146,0.183,0.161,0.313,0.34199999999999997,0.474,Republican,0.87,0.01,0.0178,63723,0.08,0.31,0.19,0.05
North Carolina,Martin County,35.8432,-77.1092,0.52,0.47,0.05,0.084,0.089,0.071,0.15,0.605,0.173,0.755,Republican,0.55,0.42,0.0682,40090,0.17,0.34,0.11,0.06
Kentucky,Whitley County,36.7581,-84.1452,0.82,0.17,0.65,0.176,0.062,0.113,0.174,0.476,0.238,0.6499999999999999,Republican,0.97,0.01,0.0314,39005,0.19,0.37,0.1,0.1
Texas,Karnes County,28.9057,-97.8594,0.76,0.24,0.52,0,0.001,0.104,0.145,0.75,0.001,0.895,Republican,0.76,0.07,0.0224,56127,0.24,0.37,0.12,0.04
Pennsylvania,Mifflin County,40.6104,-77.617,0.78,0.21,0.56,0.084,0.049,0.129,0.171,0.567,0.133,0.738,Republican,0.97,0.01,0.0207,50219,0.15,0.52,0.08,0.04
Michigan,Presque Isle County,45.3402,-83.9176,0.64,0.35,0.29,0.02,0.04,0.143,0.223,0.575,0.06,0.7979999999999999,Republican,0.97,0.01,0.0334,47948,0.1,0.38,0.11,0.07
Nevada,Lyon County,39.0203,-119.1891,0.69,0.28,0.41,0.037,0.069,0.05,0.173,0.671,0.10600000000000001,0.8440000000000001,Republican,0.85,0.01,0.0408,56875,0.13,0.33,0.1,0.04
Georgia,Camden County,30.9306,-81.67,0.64,0.34,0.31,0.136,0.125,0.17,0.113,0.456,0.261,0.5690000000000001,Republican,0.73,0.19,0.0388,56951,0.09,0.32,0.15,0.09
Wisconsin,Washington County,43.3685,-88.2307,0.68,0.3,0.38,0.031,0.142,0.22,0.298,0.309,0.173,0.607,Republican,0.95,0.01,0.0202,77663,0.05,0.3,0.22,0.09
West Virginia,Monongalia County,39.6303,-80.0466,0.49,0.48,0.01,0.046,0.077,0.139,0.221,0.517,0.123,0.738,Republican,0.89,0.04,0.0387,52455,0.08,0.27,0.21,0.22
Missouri,Perry County,37.7072,-89.8244,0.81,0.18,0.63,0.032,0.102,0.156,0.302,0.408,0.134,0.71,Republican,0.97,0.01,0.0254,55863,0.12,0.43,0.12,0.06
Kansas,Doniphan County,39.7881,-95.1468,0.8,0.18,0.62,0.137,0.193,0.184,0.214,0.272,0.33,0.486,Republican,0.93,0.06,0.0158,49703,0.1,0.37,0.15,0.06
Mississippi,Tishomingo County,34.7404,-88.2393,0.87,0.12,0.75,0.072,0.179,0.155,0.225,0.37,0.251,0.595,Republican,0.96,0.03,0.0324,37681,0.2,0.39,0.07,0.04
Washington,Yakima County,46.4571,-120.7384,0.53,0.45,0.08,0.012,0.035,0.069,0.143,0.74,0.047,0.883,Republican,0.77,0.01,0.0396,51637,0.26,0.28,0.1,0.07
North Carolina,Warren County,36.3965,-78.1067,0.36,0.62,-0.26,0.027,0.024,0.105,0.158,0.686,0.051000000000000004,0.8440000000000001,Democrat,0.4,0.5,0.0428,36466,0.18,0.37,0.12,0.04
Oklahoma,Caddo County,35.1744,-98.3751,0.71,0.27,0.44,0.013,0.111,0.194,0.239,0.444,0.124,0.683,Republican,0.64,0.02,0.0357,46592,0.15,0.41,0.11,0.04
Arkansas,Crawford County,35.5885,-94.2429,0.77,0.21,0.57,0.155,0.1,0.167,0.211,0.367,0.255,0.578,Republican,0.88,0.02,0.0253,46828,0.15,0.37,0.11,0.05
Michigan,Grand Traverse County,44.6688,-85.5605,0.51,0.48,0.03,0.004,0.041,0.082,0.2,0.672,0.045,0.8720000000000001,Republican,0.95,0.01,0.0285,63575,0.05,0.24,0.23,0.13
Texas,Randall County,34.9659,-101.897,0.79,0.2,0.59,0.063,0.063,0.109,0.274,0.491,0.126,0.765,Republican,0.89,0.03,0.0239,68261,0.08,0.23,0.23,0.1
Illinois,Jackson County,37.7851,-89.3821,0.48,0.49,-0.01,0.066,0.078,0.151,0.209,0.496,0.14400000000000002,0.705,Democrat,0.76,0.15,0.0483,37241,0.08,0.24,0.15,0.19
Wisconsin,Vernon County,43.5939,-90.8344,0.52,0.47,0.05,0.157,0.052,0.093,0.244,0.454,0.209,0.698,Republican,0.97,0,0.0147,52459,0.11,0.38,0.15,0.08
Kentucky,Jefferson County,38.1872,-85.6591,0.39,0.59,-0.2,0.036,0.048,0.083,0.23,0.602,0.08399999999999999,0.832,Democrat,0.72,0.22,0.0358,56586,0.09,0.27,0.2,0.14
Wisconsin,Ashland County,46.3161,-90.6779,0.44,0.55,-0.11,0.078,0.038,0.118,0.363,0.403,0.11599999999999999,0.766,Democrat,0.84,0.01,0.0325,42510,0.08,0.37,0.13,0.07
Texas,McLennan County,31.5524,-97.2018,0.61,0.38,0.23,0.022,0.049,0.046,0.161,0.721,0.07100000000000001,0.882,Republican,0.78,0.15,0.0255,49778,0.15,0.27,0.15,0.09
Georgia,Candler County,32.4034,-82.0737,0.71,0.29,0.42,0.037,0.045,0.177,0.264,0.477,0.08199999999999999,0.741,Republican,0.67,0.25,0.0287,33736,0.23,0.37,0.09,0.04
California,Contra Costa County,37.9191,-121.9278,0.26,0.72,-0.45,0.018,0.016,0.039,0.121,0.806,0.034,0.927,Democrat,0.56,0.09,0.0344,99716,0.11,0.17,0.26,0.16
Iowa,Worth County,43.3774,-93.2608,0.62,0.36,0.26,0.072,0.271,0.175,0.231,0.251,0.343,0.482,Republican,0.96,0.02,0.0306,57130,0.07,0.36,0.13,0.05
New York,Suffolk County,40.8686,-72.8448,0.49,0.49,0,0.04,0.019,0.053,0.106,0.782,0.059,0.888,Republican,0.81,0.08,0.0272,101031,0.09,0.27,0.2,0.17
Oklahoma,Woodward County,36.4227,-99.2651,0.85,0.13,0.72,0.146,0.232,0.145,0.247,0.229,0.378,0.476,Republican,0.89,0.01,0.0295,60147,0.12,0.4,0.13,0.06
North Carolina,Montgomery County,35.3325,-79.9055,0.65,0.34,0.32,0.027,0.056,0.078,0.184,0.655,0.083,0.839,Republican,0.76,0.18,0.0204,44146,0.21,0.35,0.11,0.05
Texas,Jeff Davis County,30.7154,-104.14,0.6,0.38,0.22,0.009,0.005,0.038,0.186,0.763,0.013999999999999999,0.9490000000000001,Republican,0.97,0.01,0.018,53088,0.21,0.2,0.11,0.2
Nebraska,Frontier County,40.5301,-100.3942,0.85,0.13,0.72,0.094,0.121,0.136,0.336,0.313,0.215,0.649,Republican,0.97,0.01,0.034,54659,0.04,0.29,0.14,0.08
Minnesota,Murray County,44.0222,-95.7633,0.69,0.3,0.39,0.131,0.071,0.224,0.27,0.303,0.202,0.573,Republican,0.96,0,0.0182,60231,0.1,0.36,0.15,0.06
Missouri,Jefferson County,38.2611,-90.5377,0.66,0.32,0.34,0.042,0.117,0.178,0.216,0.447,0.159,0.663,Republican,0.96,0.01,0.0352,65454,0.11,0.32,0.14,0.07
Nebraska,Stanton County,41.9169,-97.1939,0.81,0.17,0.64,0.265,0.08,0.192,0.154,0.309,0.34500000000000003,0.46299999999999997,Republican,0.97,0.01,0.0123,63986,0.06,0.32,0.14,0.04
Virginia,Manassas Park city,38.7719,-77.445,0.33,0.66,-0.33,0.071,0.025,0.017,0.167,0.72,0.096,0.887,Democrat,0.62,0.15,0.0336,88046,0.17,0.26,0.19,0.09
Oregon,Baker County,44.7092,-117.6753,0.74,0.24,0.5,0.051,0.189,0.179,0.189,0.392,0.24,0.581,Republican,0.93,0.01,0.0401,45998,0.09,0.31,0.16,0.08
Nevada,Carson City,39.1512,-119.7474,0.54,0.43,0.11,0.023,0.064,0.054,0.274,0.585,0.087,0.859,Republican,0.82,0.02,0.0305,55718,0.13,0.26,0.14,0.08
Texas,Travis County,30.3347,-97.782,0.26,0.71,-0.45,0.015,0.008,0.024,0.158,0.795,0.023,0.9530000000000001,Democrat,0.72,0.08,0.0277,75887,0.11,0.16,0.32,0.18
