State,county_name,lat,lng,Percent_Republican,Percent_Democrat,Difference,Never,Rarely,Sometimes,Frequently,Always,Never_Rarely,Frequently_Always,Majority,White,Black,UnemploymentRate,Med_Household_Income,LessHS,HSGrad,Bachelors,GradProfDegree
Illinois,Union County,37.4713,-89.2551,0.69,0.29,0.4,0.1,0.078,0.162,0.195,0.466,0.178,0.661,Republican,0.94,0.02,0.0348,50625,0.12,0.35,0.15,0.07
Georgia,Effingham County,32.3673,-81.3413,0.74,0.24,0.5,0.044,0.064,0.145,0.272,0.475,0.108,0.747,Republican,0.82,0.13,0.0238,66822,0.12,0.37,0.13,0.07
New York,Richmond County,40.5808,-74.1524,0.57,0.42,0.15,0.033,0.015,0.046,0.178,0.728,0.048,0.9059999999999999,Republican,0.74,0.1,0.0269,82783,0.11,0.3,0.2,0.14
Nebraska,Richardson County,40.125,-95.7175,0.74,0.24,0.5,0.098,0.185,0.166,0.252,0.298,0.28300000000000003,0.55,Republican,0.94,0,0.0209,47917,0.08,0.36,0.14,0.05
Georgia,Jenkins County,32.7924,-81.9635,0.63,0.37,0.26,0.114,0.053,0.084,0.261,0.488,0.167,0.749,Republican,0.59,0.35,0.0222,27375,0.21,0.45,0.05,0.03
Georgia,Clayton County,33.5419,-84.3576,0.14,0.85,-0.71,0.038,0.054,0.125,0.159,0.624,0.092,0.783,Democrat,0.16,0.69,0.0501,47864,0.15,0.34,0.13,0.07
Georgia,Rabun County,34.8817,-83.4021,0.78,0.21,0.57,0.1,0.083,0.124,0.229,0.464,0.183,0.6930000000000001,Republican,0.92,0.03,0.0191,42500,0.15,0.33,0.13,0.11
Texas,Andrews County,32.305,-102.6377,0.84,0.14,0.7,0.09,0.044,0.067,0.202,0.597,0.134,0.7989999999999999,Republican,0.89,0.01,0.0243,76158,0.28,0.35,0.08,0.05
Arkansas,Union County,33.1713,-92.5972,0.63,0.34,0.29,0.116,0.179,0.098,0.262,0.344,0.295,0.606,Republican,0.64,0.33,0.0265,44663,0.15,0.36,0.15,0.06
Ohio,Guernsey County,40.052,-81.4943,0.74,0.25,0.48,0.101,0.162,0.137,0.181,0.419,0.263,0.6,Republican,0.95,0.01,0.0331,45917,0.14,0.43,0.09,0.06
Iowa,Henry County,40.988,-91.5445,0.65,0.33,0.32,0.123,0.142,0.091,0.183,0.461,0.265,0.644,Republican,0.92,0.02,0.0335,53501,0.07,0.36,0.14,0.05
Wisconsin,Outagamie County,44.4161,-88.4649,0.54,0.44,0.1,0.085,0.124,0.135,0.302,0.353,0.20900000000000002,0.655,Republican,0.9,0.01,0.0194,65572,0.06,0.32,0.21,0.09
Wisconsin,Pierce County,44.7194,-92.4224,0.55,0.42,0.13,0.063,0.094,0.144,0.25,0.449,0.157,0.6990000000000001,Republican,0.96,0.01,0.0165,72323,0.05,0.32,0.19,0.1
Texas,Franklin County,33.1755,-95.2184,0.83,0.16,0.67,0.013,0.055,0.131,0.327,0.474,0.068,0.8009999999999999,Republican,0.86,0.04,0.0384,53783,0.09,0.28,0.19,0.07
Indiana,Adams County,40.7457,-84.9366,0.75,0.23,0.52,0.136,0.047,0.16,0.348,0.309,0.183,0.657,Republican,0.96,0.01,0.0227,52504,0.15,0.41,0.11,0.05
Minnesota,Otter Tail County,46.4088,-95.708,0.65,0.33,0.33,0.078,0.182,0.278,0.17,0.291,0.26,0.46099999999999997,Republican,0.95,0.01,0.0194,58682,0.08,0.3,0.17,0.08
Wisconsin,Taylor County,45.2116,-90.5012,0.72,0.25,0.46,0.201,0.165,0.09,0.12,0.424,0.366,0.544,Republican,0.97,0,0.0243,53020,0.12,0.43,0.1,0.05
Iowa,Delaware County,42.4712,-91.3673,0.67,0.32,0.35,0.035,0.137,0.137,0.408,0.283,0.17200000000000001,0.691,Republican,0.98,0,0.0138,63750,0.08,0.43,0.12,0.05
Montana,Cascade County,47.308,-111.347,0.58,0.39,0.2,0.17,0.143,0.16,0.145,0.382,0.313,0.527,Republican,0.88,0.01,0.0228,49913,0.08,0.33,0.17,0.08
Virginia,Norton city,36.9314,-82.6262,0.69,0.29,0.4,0.017,0.056,0.085,0.155,0.687,0.07300000000000001,0.8420000000000001,Republican,0.9,0.03,0.062,29000,0.16,0.24,0.15,0.08
Indiana,Posey County,38.0218,-87.8685,0.7,0.29,0.41,0.132,0.056,0.115,0.226,0.472,0.188,0.698,Republican,0.96,0.02,0.0258,64196,0.07,0.38,0.16,0.06
Arkansas,Phillips County,34.4283,-90.848,0.39,0.58,-0.19,0.052,0.061,0.134,0.276,0.477,0.11299999999999999,0.753,Democrat,0.36,0.63,0.0559,29320,0.2,0.32,0.09,0.05
Utah,Sanpete County,39.3739,-111.5763,0.83,0.14,0.69,0.107,0.043,0.104,0.273,0.473,0.15,0.746,Republican,0.88,0.01,0.034,53838,0.1,0.29,0.14,0.06
Georgia,Colquitt County,31.1884,-83.7688,0.73,0.26,0.47,0.108,0.191,0.074,0.233,0.394,0.299,0.627,Republican,0.64,0.23,0.0452,36435,0.25,0.39,0.07,0.06
New York,Ulster County,41.8881,-74.2586,0.39,0.6,-0.21,0.014,0.023,0.045,0.1,0.818,0.037,0.9179999999999999,Democrat,0.85,0.06,0.0308,64304,0.09,0.3,0.17,0.15
West Virginia,Wyoming County,37.6096,-81.5492,0.86,0.13,0.72,0.073,0.098,0.176,0.245,0.408,0.17099999999999999,0.653,Republican,0.97,0.01,0.0536,42332,0.2,0.49,0.05,0.04
Georgia,Pickens County,34.4643,-84.4656,0.82,0.16,0.66,0.038,0.118,0.101,0.188,0.555,0.156,0.7430000000000001,Republican,0.89,0.01,0.0283,67631,0.15,0.31,0.14,0.09
Montana,Powder River County,45.395,-105.6302,0.85,0.14,0.72,0.193,0.24,0.106,0.188,0.273,0.433,0.461,Republican,0.94,0,7e-4,54427,0.06,0.3,0.21,0.04
Louisiana,Vernon Parish,31.1083,-93.1842,0.82,0.17,0.65,0.092,0.066,0.145,0.244,0.453,0.158,0.6970000000000001,Republican,0.76,0.15,0.0401,49141,0.13,0.4,0.13,0.05
New York,Jefferson County,44.0494,-75.921,0.58,0.39,0.19,0.008,0.058,0.038,0.116,0.78,0.066,0.896,Republican,0.86,0.06,0.0325,52685,0.09,0.35,0.13,0.09
Louisiana,Terrebonne Parish,29.4148,-90.8663,0.74,0.24,0.5,0.068,0.052,0.14,0.221,0.519,0.12,0.74,Republican,0.7,0.19,0.0363,48747,0.21,0.39,0.11,0.05
Illinois,Ogle County,42.0426,-89.3207,0.62,0.36,0.26,0.053,0.045,0.129,0.184,0.589,0.098,0.7729999999999999,Republican,0.94,0.01,0.0378,60986,0.1,0.33,0.14,0.07
Florida,St. Lucie County,27.3773,-80.472,0.5,0.49,0.02,0.077,0.022,0.08,0.173,0.648,0.099,0.821,Republican,0.73,0.2,0.0308,52322,0.14,0.33,0.14,0.08
Tennessee,Meigs County,35.5128,-84.8134,0.81,0.18,0.63,0.08,0.118,0.136,0.214,0.453,0.198,0.667,Republican,0.96,0.02,0.046,49167,0.16,0.45,0.06,0.04
Iowa,Butler County,42.7316,-92.7902,0.68,0.3,0.39,0.052,0.094,0.208,0.23,0.417,0.146,0.647,Republican,0.97,0.01,0.0185,57115,0.07,0.38,0.13,0.04
Kansas,Seward County,37.1933,-100.8513,0.64,0.34,0.3,0.138,0.14,0.092,0.226,0.403,0.278,0.629,Republican,0.59,0.05,0.0358,49291,0.34,0.29,0.07,0.04
Oklahoma,Oklahoma County,35.5515,-97.4072,0.49,0.48,0.01,0.096,0.064,0.097,0.225,0.518,0.16,0.743,Republican,0.68,0.15,0.0291,54520,0.13,0.26,0.2,0.12
Iowa,Emmet County,43.3779,-94.6784,0.67,0.31,0.36,0.241,0.083,0.067,0.181,0.428,0.324,0.609,Republican,0.95,0.02,0.0226,51563,0.09,0.33,0.14,0.05
Mississippi,Benton County,34.8173,-89.1885,0.6,0.39,0.21,0.018,0.014,0.246,0.233,0.489,0.032,0.722,Republican,0.61,0.34,0.0283,36258,0.27,0.33,0.06,0.06
Florida,Gilchrist County,29.7258,-82.8004,0.82,0.18,0.64,0.016,0.151,0.069,0.324,0.44,0.16699999999999998,0.764,Republican,0.91,0.06,0.0232,43640,0.15,0.42,0.09,0.04
Indiana,Greene County,39.0364,-86.962,0.75,0.23,0.52,0.099,0.027,0.081,0.235,0.558,0.126,0.793,Republican,0.98,0,0.0276,51613,0.12,0.41,0.1,0.05
Kansas,Thomas County,39.3509,-101.0556,0.82,0.16,0.65,0.188,0.157,0.208,0.184,0.263,0.345,0.447,Republican,0.94,0.02,0.0155,60124,0.07,0.26,0.16,0.06
Indiana,Allen County,41.0909,-85.0666,0.54,0.43,0.11,0.07,0.14,0.099,0.228,0.464,0.21000000000000002,0.6920000000000001,Republican,0.79,0.11,0.0328,54857,0.11,0.28,0.19,0.1
Oklahoma,Craig County,36.7618,-95.2085,0.78,0.2,0.58,0.247,0.113,0.236,0.112,0.292,0.36,0.40399999999999997,Republican,0.65,0.03,0.0258,43329,0.13,0.4,0.1,0.04
Indiana,Starke County,41.2809,-86.6476,0.73,0.26,0.47,0.177,0.151,0.088,0.219,0.365,0.32799999999999996,0.584,Republican,0.97,0.01,0.0279,51190,0.15,0.42,0.08,0.04
Maryland,Worcester County,38.2128,-75.334,0.59,0.4,0.19,0.003,0.004,0.042,0.11,0.842,0.007,0.952,Republican,0.83,0.13,0.0284,63499,0.09,0.32,0.19,0.1
Texas,Terrell County,30.225,-102.0765,0.73,0.26,0.47,0.021,0.061,0.167,0.154,0.597,0.082,0.751,Republican,0.66,0.01,0.0039,43208,0.14,0.27,0.11,0.07
Virginia,Powhatan County,37.5502,-77.9152,0.71,0.27,0.44,0.012,0.092,0.074,0.162,0.66,0.104,0.8220000000000001,Republican,0.87,0.1,0.0132,89090,0.1,0.3,0.21,0.08
New Jersey,Gloucester County,39.7173,-75.1414,0.48,0.5,-0.02,0.047,0.01,0.052,0.145,0.746,0.057,0.891,Democrat,0.81,0.1,0.0372,87283,0.07,0.32,0.22,0.11
Alabama,Coosa County,32.9362,-86.2477,0.66,0.33,0.33,0.055,0.131,0.167,0.263,0.384,0.186,0.647,Republican,0.66,0.34,0.0136,38990,0.2,0.4,0.09,0.04
Alabama,Blount County,33.9809,-86.5674,0.9,0.1,0.8,0.053,0.114,0.18,0.194,0.459,0.167,0.653,Republican,0.95,0.02,0.0166,49358,0.2,0.33,0.09,0.04
Illinois,Whiteside County,41.7562,-89.9141,0.53,0.45,0.08,0.025,0.066,0.042,0.218,0.649,0.091,0.867,Republican,0.94,0.02,0.0274,54232,0.09,0.38,0.12,0.06
Kentucky,Meade County,37.9697,-86.217,0.72,0.26,0.46,0.018,0.154,0.115,0.154,0.559,0.172,0.7130000000000001,Republican,0.92,0.04,0.0356,56603,0.11,0.35,0.11,0.08
South Dakota,Beadle County,44.4145,-98.2781,0.68,0.3,0.38,0.234,0.104,0.147,0.173,0.342,0.338,0.515,Republican,0.81,0.01,0.0103,52313,0.16,0.34,0.14,0.06
Wisconsin,Menominee County,45.0044,-88.71,0.17,0.82,-0.64,0.042,0.103,0.31,0.246,0.3,0.145,0.546,Democrat,0.11,0,0.0448,40921,0.08,0.43,0.1,0.08
Kentucky,Boyd County,38.3596,-82.6878,0.66,0.33,0.33,0.084,0.125,0.202,0.235,0.354,0.20900000000000002,0.589,Republican,0.94,0.02,0.0404,48308,0.12,0.34,0.11,0.09
Minnesota,Mille Lacs County,45.938,-93.6301,0.68,0.3,0.38,0.224,0.122,0.159,0.146,0.349,0.346,0.495,Republican,0.9,0,0.0373,56135,0.1,0.39,0.1,0.04
Wisconsin,Jackson County,44.3192,-90.8052,0.57,0.42,0.15,0.027,0.1,0.14,0.329,0.404,0.127,0.7330000000000001,Republican,0.87,0.02,0.0288,53650,0.1,0.42,0.09,0.05
Arkansas,Fulton County,36.3817,-91.8182,0.77,0.2,0.57,0.105,0.121,0.226,0.197,0.351,0.22599999999999998,0.548,Republican,0.96,0,0.0243,35405,0.14,0.36,0.09,0.03
Kentucky,Scott County,38.2915,-84.5839,0.61,0.36,0.25,0.04,0.044,0.076,0.081,0.759,0.08399999999999999,0.84,Republican,0.88,0.05,0.023,70817,0.09,0.3,0.17,0.11
West Virginia,Wayne County,38.1459,-82.427,0.74,0.24,0.5,0.111,0.119,0.186,0.162,0.423,0.22999999999999998,0.585,Republican,0.98,0.01,0.0271,37988,0.2,0.41,0.1,0.05
Nebraska,Dawson County,40.8699,-99.8196,0.71,0.27,0.44,0.096,0.114,0.115,0.348,0.328,0.21000000000000002,0.6759999999999999,Republican,0.87,0.06,0.0242,53721,0.22,0.32,0.12,0.04
Georgia,Pike County,33.0923,-84.3892,0.85,0.14,0.71,0.059,0.06,0.147,0.192,0.542,0.119,0.734,Republican,0.88,0.09,0.0319,64878,0.12,0.42,0.09,0.08
Virginia,Winchester city,39.1735,-78.1746,0.43,0.55,-0.11,0.025,0.056,0.032,0.277,0.611,0.081,0.888,Democrat,0.82,0.1,0.0206,58818,0.16,0.25,0.2,0.15
Arizona,Santa Cruz County,31.5259,-110.8465,0.32,0.67,-0.35,0.028,0.002,0.058,0.074,0.837,0.03,0.9109999999999999,Democrat,0.86,0.01,0.0402,41259,0.23,0.29,0.13,0.07
Michigan,Lapeer County,43.0901,-83.2218,0.67,0.31,0.36,0.036,0.105,0.104,0.133,0.622,0.141,0.755,Republican,0.96,0.01,0.0331,62641,0.09,0.36,0.13,0.06
Pennsylvania,Blair County,40.481,-78.3486,0.71,0.28,0.44,0.041,0.132,0.083,0.249,0.495,0.17300000000000001,0.744,Republican,0.95,0.02,0.025,49181,0.09,0.45,0.14,0.07
Colorado,Montrose County,38.4022,-108.2693,0.67,0.31,0.36,0.085,0.092,0.074,0.314,0.436,0.177,0.75,Republican,0.94,0,0.0352,50489,0.11,0.31,0.18,0.07
Texas,Oldham County,35.405,-102.6028,0.91,0.08,0.83,0.084,0.065,0.109,0.278,0.464,0.14900000000000002,0.742,Republican,0.92,0.03,0.0088,64545,0.1,0.37,0.15,0.07
Oregon,Curry County,42.4576,-124.1568,0.57,0.41,0.16,0.025,0.058,0.1,0.162,0.655,0.083,0.8170000000000001,Republican,0.91,0,0.0347,48440,0.1,0.27,0.15,0.1
Wisconsin,Racine County,42.7475,-88.0612,0.51,0.47,0.04,0.061,0.067,0.167,0.193,0.512,0.128,0.7050000000000001,Republican,0.81,0.11,0.0273,61336,0.1,0.32,0.17,0.09
Utah,Kane County,37.2851,-111.8878,0.72,0.26,0.46,0.061,0.041,0.226,0.227,0.445,0.10200000000000001,0.672,Republican,0.93,0,0.0192,47044,0.08,0.22,0.18,0.12
Minnesota,Freeborn County,43.6738,-93.3488,0.57,0.41,0.16,0.135,0.085,0.206,0.283,0.291,0.22000000000000003,0.574,Republican,0.92,0.01,0.024,53631,0.11,0.35,0.12,0.05
Texas,Stonewall County,33.1792,-100.2534,0.84,0.16,0.68,0.084,0.122,0.12,0.224,0.449,0.20600000000000002,0.673,Republican,0.92,0.02,0.0153,51250,0.19,0.34,0.1,0.05
Virginia,Frederick County,39.2046,-78.2625,0.63,0.35,0.27,0.026,0.048,0.048,0.264,0.614,0.074,0.878,Republican,0.91,0.04,0.0209,78002,0.11,0.32,0.16,0.12
Wisconsin,Wood County,44.4553,-90.0416,0.59,0.4,0.19,0.131,0.177,0.215,0.181,0.296,0.308,0.477,Republican,0.94,0.01,0.024,54913,0.07,0.38,0.14,0.08
Washington,Jefferson County,47.7489,-123.5952,0.28,0.69,-0.41,0.011,0,0.064,0.171,0.754,0.011,0.925,Democrat,0.91,0.01,0.0251,55127,0.05,0.21,0.24,0.2
Montana,Mineral County,47.1472,-114.9983,0.71,0.27,0.45,0.097,0.278,0.119,0.183,0.323,0.375,0.506,Republican,0.93,0.01,0.0331,41705,0.11,0.37,0.11,0.05
Idaho,Custer County,44.2411,-114.2817,0.76,0.22,0.54,0.069,0.029,0.199,0.244,0.458,0.098,0.702,Republican,0.91,0,0.0154,40875,0.11,0.29,0.19,0.06
South Dakota,Aurora County,43.718,-98.5616,0.75,0.23,0.52,0.239,0.073,0.236,0.15,0.302,0.312,0.45199999999999996,Republican,0.92,0.02,0.0089,64083,0.13,0.33,0.16,0.05
West Virginia,Marshall County,39.8606,-80.6634,0.74,0.25,0.5,0.075,0.095,0.077,0.256,0.497,0.16999999999999998,0.753,Republican,0.97,0.01,0.0219,48557,0.08,0.45,0.11,0.07
Oklahoma,Alfalfa County,36.7311,-98.324,0.87,0.1,0.77,0.203,0.096,0.188,0.25,0.262,0.29900000000000004,0.512,Republican,0.85,0.03,0.0109,61852,0.15,0.37,0.15,0.07
New York,Montgomery County,42.9023,-74.4397,0.6,0.38,0.23,0.102,0.005,0.054,0.09,0.749,0.107,0.839,Republican,0.87,0.02,0.0391,49462,0.13,0.35,0.1,0.07
Ohio,Franklin County,39.9695,-83.0093,0.33,0.65,-0.31,0.042,0.054,0.09,0.198,0.617,0.096,0.815,Democrat,0.66,0.23,0.0343,61305,0.09,0.25,0.25,0.15
Texas,Gillespie County,30.318,-98.9466,0.79,0.2,0.59,0.095,0.091,0.107,0.114,0.592,0.186,0.706,Republican,0.91,0,0.0247,59155,0.11,0.3,0.23,0.09
North Carolina,Mecklenburg County,35.2467,-80.8328,0.32,0.67,-0.35,0.029,0.037,0.075,0.166,0.694,0.066,0.86,Democrat,0.54,0.32,0.0338,66641,0.1,0.17,0.3,0.16
South Dakota,Hyde County,44.5473,-99.4871,0.79,0.19,0.6,0.142,0.053,0.142,0.234,0.43,0.19499999999999998,0.664,Republican,0.88,0.02,0.0036,57788,0.07,0.36,0.18,0.07
West Virginia,Gilmer County,38.924,-80.8571,0.76,0.23,0.53,0.141,0.076,0.144,0.236,0.403,0.21699999999999997,0.639,Republican,0.83,0.12,0.0472,42636,0.15,0.45,0.1,0.07
North Carolina,Guilford County,36.0795,-79.7889,0.38,0.61,-0.23,0.04,0.055,0.117,0.199,0.588,0.095,0.7869999999999999,Democrat,0.55,0.34,0.0358,53261,0.11,0.23,0.23,0.13
Nebraska,Buffalo County,40.8552,-99.075,0.7,0.27,0.43,0.065,0.113,0.104,0.327,0.391,0.178,0.718,Republican,0.92,0.01,0.0193,59431,0.07,0.26,0.23,0.12
Texas,Calhoun County,28.5067,-96.602,0.72,0.27,0.44,0.019,0.028,0.179,0.071,0.703,0.047,0.7739999999999999,Republican,0.86,0.03,0.0332,58776,0.21,0.33,0.09,0.05
Wisconsin,Douglas County,46.4329,-91.9162,0.44,0.54,-0.09,0.044,0.042,0.092,0.327,0.495,0.086,0.8220000000000001,Democrat,0.93,0.01,0.0249,53986,0.06,0.31,0.16,0.08
North Dakota,Hettinger County,46.4325,-102.4603,0.83,0.15,0.68,0.218,0.207,0.15,0.232,0.193,0.425,0.42500000000000004,Republican,0.92,0,0.0136,60164,0.13,0.34,0.1,0.03
Georgia,Talbot County,32.6995,-84.533,0.4,0.6,-0.2,0.168,0.08,0.089,0.171,0.492,0.248,0.663,Democrat,0.41,0.58,0.0252,38549,0.18,0.46,0.07,0.06
Arkansas,Drew County,33.5895,-91.72,0.63,0.35,0.28,0.063,0.049,0.207,0.159,0.523,0.112,0.682,Republican,0.68,0.29,0.0215,46997,0.13,0.35,0.15,0.07
Louisiana,West Feliciana Parish,30.8798,-91.42,0.62,0.37,0.25,0.072,0.13,0.037,0.265,0.496,0.202,0.761,Republican,0.53,0.44,0.0408,59637,0.18,0.32,0.18,0.06
South Dakota,Mellette County,43.5813,-100.76,0.58,0.39,0.2,0.136,0.028,0.091,0.34,0.405,0.164,0.7450000000000001,Republican,0.39,0,0.0276,30650,0.18,0.4,0.1,0.02
Kansas,Sedgwick County,37.6848,-97.461,0.55,0.43,0.13,0.06,0.055,0.126,0.26,0.499,0.11499999999999999,0.759,Republican,0.78,0.09,0.034,56524,0.1,0.26,0.2,0.11
Virginia,Warren County,38.9087,-78.2085,0.67,0.31,0.35,0.027,0.017,0.088,0.2,0.669,0.044,0.869,Republican,0.89,0.04,0.0342,69116,0.13,0.36,0.15,0.07
Kentucky,Warren County,36.9936,-86.4238,0.57,0.41,0.17,0.076,0.067,0.063,0.185,0.609,0.14300000000000002,0.794,Republican,0.82,0.09,0.0302,52270,0.12,0.27,0.19,0.13
Kentucky,Ohio County,37.4782,-86.8489,0.77,0.22,0.56,0.064,0.145,0.109,0.19,0.492,0.209,0.6819999999999999,Republican,0.97,0.01,0.0449,45564,0.17,0.43,0.07,0.07
Indiana,Monroe County,39.1609,-86.5231,0.35,0.63,-0.28,0.037,0.037,0.094,0.242,0.591,0.074,0.833,Democrat,0.86,0.03,0.0335,49839,0.07,0.22,0.24,0.21
Nebraska,Thurston County,42.1582,-96.544,0.5,0.47,0.02,0.123,0.153,0.119,0.187,0.418,0.276,0.605,Republican,0.38,0,0.0879,51034,0.11,0.33,0.11,0.05
South Dakota,Union County,42.8326,-96.656,0.67,0.31,0.36,0.082,0.177,0.12,0.204,0.418,0.259,0.622,Republican,0.94,0.01,0.0126,70378,0.07,0.29,0.19,0.12
Texas,Crockett County,30.7231,-101.412,0.78,0.22,0.56,0.026,0.071,0.072,0.225,0.606,0.09699999999999999,0.831,Republican,0.43,0.01,0,47386,0.23,0.34,0.1,0.04
California,Humboldt County,40.6993,-123.8756,0.32,0.65,-0.33,0.042,0.006,0.018,0.069,0.865,0.048,0.9339999999999999,Democrat,0.8,0.01,0.0467,48041,0.1,0.22,0.2,0.1
Georgia,Upson County,32.8813,-84.2993,0.67,0.33,0.34,0.16,0.1,0.114,0.206,0.421,0.26,0.627,Republican,0.68,0.28,0.0301,37640,0.18,0.38,0.08,0.05
Oklahoma,Osage County,36.6292,-96.3985,0.69,0.29,0.4,0.077,0.103,0.23,0.218,0.372,0.18,0.59,Republican,0.65,0.11,0.0322,49103,0.12,0.38,0.13,0.05
Texas,Gray County,35.4012,-100.8126,0.88,0.11,0.77,0.139,0.069,0.134,0.222,0.436,0.20800000000000002,0.658,Republican,0.85,0.04,0.0306,47952,0.2,0.33,0.1,0.04
Wyoming,Uinta County,41.2876,-110.5476,0.8,0.17,0.63,0.098,0.278,0.154,0.207,0.264,0.376,0.471,Republican,0.93,0,0.0412,63403,0.07,0.42,0.11,0.05
Tennessee,Lake County,36.3352,-89.4935,0.73,0.26,0.47,0.133,0.143,0.166,0.201,0.357,0.276,0.558,Republican,0.68,0.29,0.0267,35191,0.27,0.43,0.06,0.03
Texas,Victoria County,28.7964,-96.9715,0.68,0.3,0.38,0.008,0.039,0.138,0.058,0.757,0.047,0.8150000000000001,Republican,0.87,0.06,0.0357,56834,0.16,0.31,0.13,0.07
Arkansas,Sevier County,33.9972,-94.2412,0.75,0.21,0.53,0.12,0.093,0.155,0.165,0.467,0.213,0.632,Republican,0.63,0.05,0.0334,47704,0.23,0.37,0.08,0.05
Missouri,Marion County,39.8059,-91.6224,0.74,0.24,0.5,0.178,0.093,0.212,0.185,0.332,0.271,0.517,Republican,0.92,0.04,0.0277,48784,0.12,0.37,0.15,0.08
Iowa,Page County,40.7391,-95.1502,0.71,0.28,0.43,0.088,0.053,0.068,0.31,0.481,0.141,0.7909999999999999,Republican,0.94,0.02,0.0269,51867,0.08,0.36,0.15,0.05
Missouri,Jackson County,39.0085,-94.3461,0.38,0.6,-0.22,0.027,0.066,0.088,0.21,0.609,0.093,0.819,Democrat,0.67,0.23,0.0297,55134,0.09,0.28,0.2,0.12
Mississippi,Attala County,33.0863,-89.5815,0.59,0.4,0.19,0.065,0.104,0.092,0.139,0.601,0.16899999999999998,0.74,Republican,0.54,0.42,0.0526,33767,0.22,0.32,0.09,0.05
Mississippi,Jefferson County,31.7343,-91.0373,0.14,0.85,-0.71,0.076,0.083,0.137,0.15,0.555,0.159,0.7050000000000001,Democrat,0.13,0.86,0.0387,25019,0.22,0.38,0.08,0.08
Massachusetts,Dukes County,41.3961,-70.6501,0.21,0.77,-0.57,0.006,0.01,0.037,0.16,0.786,0.016,0.9460000000000001,Democrat,0.88,0.05,0.0214,71811,0.05,0.24,0.26,0.18
Iowa,Mills County,41.0334,-95.6213,0.68,0.3,0.37,0.064,0.084,0.091,0.281,0.481,0.14800000000000002,0.762,Republican,0.96,0.01,0.0262,72079,0.07,0.34,0.17,0.07
Tennessee,Robertson County,36.5255,-86.8706,0.73,0.26,0.47,0.187,0.069,0.081,0.159,0.504,0.256,0.663,Republican,0.87,0.07,0.0318,63307,0.13,0.38,0.14,0.06
Georgia,Brooks County,30.842,-83.5802,0.6,0.39,0.21,0.092,0.165,0.124,0.235,0.385,0.257,0.62,Republican,0.6,0.36,0.0434,38285,0.15,0.35,0.13,0.05
Kansas,Finney County,38.0443,-100.737,0.62,0.36,0.26,0.166,0.089,0.163,0.239,0.343,0.255,0.5820000000000001,Republican,0.81,0.03,0.0289,60798,0.29,0.22,0.11,0.06
Kentucky,Lawrence County,38.0679,-82.7348,0.81,0.18,0.63,0.155,0.091,0.151,0.125,0.479,0.246,0.604,Republican,0.99,0,0.0346,32798,0.25,0.43,0.05,0.05
Vermont,Caledonia County,44.4647,-72.1022,0.41,0.56,-0.15,0.076,0.121,0.078,0.154,0.57,0.197,0.724,Democrat,0.96,0.01,0.0216,50563,0.09,0.35,0.18,0.11
Kansas,Hamilton County,37.9991,-101.7912,0.82,0.16,0.66,0.131,0.095,0.189,0.217,0.368,0.226,0.585,Republican,0.91,0.05,0.0046,46944,0.19,0.4,0.16,0.03
Kansas,Harper County,37.1916,-98.0755,0.81,0.17,0.64,0.079,0.118,0.21,0.193,0.4,0.197,0.593,Republican,0.96,0,0.0331,49865,0.1,0.39,0.09,0.07
Illinois,Fayette County,39.0002,-89.0241,0.8,0.18,0.62,0.069,0.076,0.156,0.229,0.47,0.14500000000000002,0.699,Republican,0.94,0.05,0.0298,46650,0.16,0.4,0.08,0.03
North Carolina,Bladen County,34.6146,-78.5636,0.57,0.43,0.14,0.073,0.023,0.076,0.104,0.724,0.096,0.828,Republican,0.58,0.35,0.0257,36173,0.19,0.33,0.11,0.05
Nebraska,Hall County,40.8726,-98.5022,0.66,0.31,0.35,0.048,0.114,0.103,0.284,0.451,0.162,0.735,Republican,0.84,0.03,0.0282,57104,0.15,0.31,0.15,0.06
Florida,Martin County,27.0775,-80.4315,0.62,0.37,0.25,0.027,0.018,0.066,0.169,0.719,0.045,0.888,Republican,0.88,0.06,0.0229,61133,0.09,0.25,0.22,0.12
Maine,Cumberland County,43.8464,-70.3988,0.31,0.66,-0.36,0.05,0.053,0.046,0.182,0.669,0.10300000000000001,0.851,Democrat,0.92,0.03,0.0211,73072,0.05,0.22,0.29,0.18
Kentucky,Carroll County,38.6678,-85.1236,0.71,0.27,0.44,0.155,0.171,0.12,0.208,0.346,0.326,0.5539999999999999,Republican,0.92,0.03,0.0467,43524,0.22,0.4,0.05,0.03
Missouri,Pulaski County,37.8246,-92.2076,0.72,0.26,0.46,0.208,0.103,0.16,0.175,0.354,0.311,0.5289999999999999,Republican,0.76,0.11,0.0263,53492,0.07,0.28,0.18,0.11
Colorado,Yuma County,40.0029,-102.4242,0.82,0.16,0.67,0.038,0.284,0.133,0.255,0.29,0.32199999999999995,0.5449999999999999,Republican,0.96,0.01,0.0257,52022,0.11,0.34,0.15,0.07
New York,Columbia County,42.2501,-73.6318,0.41,0.57,-0.17,0.014,0.004,0.029,0.104,0.848,0.018000000000000002,0.952,Democrat,0.89,0.05,0.0301,66787,0.1,0.3,0.17,0.15
Arkansas,Desha County,33.8333,-91.254,0.46,0.48,-0.02,0.078,0.033,0.19,0.189,0.509,0.111,0.698,Democrat,0.49,0.47,0.0448,31893,0.19,0.45,0.1,0.04
